"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation","%windir%\system32\rundll32.exe bfe.dll,BfeOnServiceStartTypeChange","N/A","ベース フィルター エンジン (BFE) の開始の種類が無効にされると、このタスクでファイアウォールトリガー サービスの開始の種類が調整されます。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Windows Media Sharing\UpdateLibrary","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation",""%ProgramFiles%\Windows Media Player\wmpnscfg.exe" ","N/A","このタスクによって、キャッシュされたフォルダーの一覧、およびユーザーの共有メディア ライブラリに含まれる新しいファイルに対するセキュリティ アクセス許可が更新されます。","有効","無効","","Authenticated Users","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:08:34","0","Microsoft Corporation","COM ハンドラー","N/A","このタスクは色調整の設定を適用します。","有効","無効","","Users","無効","無効","スケジュール データをこの形式で使用することはできません。","ログオン時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:08:34","0","Microsoft Corporation","COM ハンドラー","N/A","このタスクは色調整の設定を適用します。","有効","無効","","Users","無効","無効","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsUpdate\Scheduled Start","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation.","%systemroot%\System32\sc.exe start wuauserv","N/A","このタスクは、スキャンなどのスケジュールした操作を実行する必要がある場合に、Windows Update サービスを開始するために使用されます。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","一度だけ","9:00:00","2010/10/15","N/A","N/A","N/A","無効","無効","無効","無効"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsUpdate\Scheduled Start","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation.","%systemroot%\System32\sc.exe start wuauserv","N/A","このタスクは、スキャンなどのスケジュールした操作を実行する必要がある場合に、Windows Update サービスを開始するために使用されます。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsUpdate\Scheduled Start","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation.","%systemroot%\System32\sc.exe start wuauserv","N/A","このタスクは、スキャンなどのスケジュールした操作を実行する必要がある場合に、Windows Update サービスを開始するために使用されます。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","イベントが発生する場合","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WindowsUpdate\Scheduled Start","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","Microsoft Corporation.","%systemroot%\System32\sc.exe start wuauserv","N/A","このタスクは、スキャンなどのスケジュールした操作を実行する必要がある場合に、Windows Update サービスを開始するために使用されます。","有効","無効","","SYSTEM","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\Wininet\CacheTask","N/A","実行中","対話型/バックグラウンド","2025/07/25 8:08:34","267009","Microsoft","COM ハンドラー","N/A","Wininet キャッシュ タスク","有効","無効","","Users","無効","無効","スケジュール データをこの形式で使用することはできません。","ログオン時","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WlanSvc\CDSSync","N/A","準備完了","対話型/バックグラウンド","2025/07/25 8:09:46","0","N/A","COM ハンドラー","N/A","N/A","有効","無効","","INTERACTIVE","無効","72:00:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WlanSvc\MoProfileManagement","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","N/A","COM ハンドラー","N/A","N/A","有効","無効","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-VQ7MEB2","\Microsoft\Windows\WlanSvc\MoProfileManagement","N/A","準備完了","対話型/バックグラウンド","1999/11/30 0:00:00","267011","N/A","COM ハンドラー","N/A","N/A","有効","無効","","SYSTEM","無効","00:10:00","スケジュール データをこの形式で使用することはできません。","未定義","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ホスト名","タスク名","次回の実行時刻","状態","ログオン モード","前回の実行時刻","前回の結果","作成者","実行するタスク","開始","コメント","スケジュールされたタスクの状態","アイドル時間","電源管理","ユーザーとして実行","再度スケジュールされない場合はタスクを削除する","タスクを停止するまでの時間","スケジュール","スケジュールの種類","開始時刻","開始日","終了日","日","月","繰り返し: 間隔","繰り返し: 終了時刻","繰り返し: 期間","繰り返し: 実行中の場合は停止"
